Q1A,Q1I,Q1E,Q2A,Q2I,Q2E,Q3A,Q3I,Q3E,Q4A,Q4I,Q4E,Q5A,Q5I,Q5E,Q6A,Q6I,Q6E,Q7A,Q7I,Q7E,Q8A,Q8I,Q8E,Q9A,Q9I,Q9E,Q10A,Q10I,Q10E,Q11A,Q11I,Q11E,Q12A,Q12I,Q12E,Q13A,Q13I,Q13E,Q14A,Q14I,Q14E,Q15A,Q15I,Q15E,Q16A,Q16I,Q16E,Q17A,Q17I,Q17E,Q18A,Q18I,Q18E,Q19A,Q19I,Q19E,Q20A,Q20I,Q20E,Q21A,Q21I,Q21E,Q22A,Q22I,Q22E,Q23A,Q23I,Q23E,Q24A,Q24I,Q24E,Q25A,Q25I,Q25E,Q26A,Q26I,Q26E,Q27A,Q27I,Q27E,Q28A,Q28I,Q28E,Q29A,Q29I,Q29E,Q30A,Q30I,Q30E,Q31A,Q31I,Q31E,Q32A,Q32I,Q32E,Q33A,Q33I,Q33E,Q34A,Q34I,Q34E,Q35A,Q35I,Q35E,Q36A,Q36I,Q36E,Q37A,Q37I,Q37E,Q38A,Q38I,Q38E,Q39A,Q39I,Q39E,Q40A,Q40I,Q40E,Q41A,Q41I,Q41E,Q42A,Q42I,Q42E,country,source,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,uniquenetworklocation,hand,religion,orientation,race,voted,married,familysize,major,variance,depression_score,anxiety_score,stress_score,depression_outcome,anxiety_outcome,stress_outcome,depression_target,anxiety_target,stress_target
1,25,3110,0,38,2067,0,12,2171,0,24,2347,2,28,4588,1,30,3924,1,36,3243,0,16,3418,1,26,8380,1,29,3029,0,34,2733,0,4,4317,1,39,4604,1,22,3918,1,6,4131,0,11,2632,0,13,2939,0,7,3084,0,14,5085,1,33,4522,0,10,1673,1,40,3574,0,31,3544,0,17,2133,1,18,11411,0,15,5684,1,5,5427,0,1,9819,1,21,3577,1,41,6557,0,32,2782,0,37,3726,1,19,3451,0,8,2152,0,42,3347,1,9,2463,0,3,4976,0,27,2840,1,35,3218,0,23,3783,1,20,2784,2,2,12261,US,2,11,176,169,4,5,6,5,7,5,3,6,6,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,1,1,23,2,1,1,12,1,60,1,1,2,Psychology&Philosophy,0.35307781649245057,6,8,8,0,1,0,0,0,0
0,11,4294,0,42,1668,0,37,2305,0,14,4331,1,19,3031,0,21,3628,0,10,2193,0,30,1747,0,16,5171,1,35,3125,0,33,2771,0,18,1749,0,27,1638,0,41,3421,0,9,3994,1,36,1950,1,12,2935,1,17,1027,0,6,3881,0,29,1884,0,3,6998,1,20,2565,0,7,3095,0,26,2582,0,25,2835,0,1,7784,1,15,3076,0,5,3557,1,2,6970,1,8,4973,0,31,2963,1,32,4268,0,23,2230,0,28,1719,2,4,4872,0,40,1730,0,24,2591,0,39,1661,1,22,2860,1,13,3096,0,38,1842,1,34,3685,US,2,3,146,117,1,6,7,1,5,6,5,3,7,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,17,2,1,1,7,4,60,2,1,6,,0.28397212543554007,5,2,8,0,0,0,0,0,0
1,22,3597,1,41,3599,2,9,3943,0,34,3127,2,1,5555,1,10,3544,0,31,4081,1,17,2270,2,26,4507,1,19,2560,2,16,2848,1,3,5112,3,5,2288,2,29,3423,1,11,2896,1,42,3278,1,28,3120,3,6,2568,1,24,5480,2,13,3201,0,27,3033,1,39,2699,0,20,2600,1,30,3525,1,8,6097,3,12,2264,1,40,3022,1,36,2385,1,37,4134,1,18,4234,0,21,5358,1,23,3669,1,35,3328,1,2,4728,3,7,4057,1,33,1678,0,25,3597,0,32,3213,1,38,2737,2,4,5608,1,14,2752,1,15,4320,MY,2,8,176,117,3,5,6,6,6,7,6,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,2,23,2,1,1,10,0,10,2,1,4,civil engineering,0.6945412311265967,16,14,20,2,2,2,0,0,0
0,24,3634,0,5,3391,1,36,11150,0,12,3490,1,11,4061,0,7,3129,0,23,1960,2,13,2341,0,8,5924,1,3,7060,0,42,2834,0,28,4082,1,34,9852,2,41,8414,0,26,3870,0,4,4877,1,22,3729,0,38,2498,1,14,7031,0,30,2547,0,19,7328,2,27,1747,0,16,1928,1,1,10439,0,15,8256,0,2,7018,0,21,2177,0,39,2297,0,6,2682,0,40,3593,1,20,2316,0,29,4236,0,9,2989,0,25,3396,0,31,26217,0,18,1705,0,37,4013,0,33,3159,0,32,1824,0,10,6867,0,35,1826,2,17,5956,US,0,6,213,239,6,5,4,1,6,1,3,5,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,21,2,1,1,1,1,60,2,1,3,,0.43670150987224193,9,1,6,0,0,0,0,0,0
2,16,4706,0,7,3141,3,15,4008,0,39,2832,3,5,5290,2,1,8076,0,3,3706,1,33,2610,2,37,8954,0,17,2680,2,38,4107,0,13,3579,2,24,2417,2,12,5203,0,2,8369,1,18,4280,0,25,3422,0,20,3969,0,9,3378,0,34,2632,0,40,2786,1,11,4084,0,31,2148,2,28,4107,3,22,7541,0,26,3640,0,23,3694,0,4,7595,2,14,5793,3,19,8242,3,35,3827,3,27,4592,1,29,3507,1,36,4402,3,41,4389,0,30,2571,0,42,3299,0,21,2496,1,8,3590,0,10,3626,1,6,4476,3,32,3587,US,0,131,192,171,5,7,2,6,6,6,2,7,1,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,2,26,1,1,1,1,2,50,1,1,2,Marketing,1.4245063879210216,18,9,20,2,1,2,0,0,0
1,16,4095,0,24,4054,1,32,6896,2,42,9639,2,12,5345,1,23,3029,0,29,7086,2,1,14162,1,25,6563,2,20,3303,1,36,3599,1,7,5966,3,40,2671,1,18,8135,0,13,4277,2,21,2608,2,3,9847,2,6,6855,0,9,13120,1,14,3814,1,2,7872,1,17,2655,1,10,3447,2,33,6206,0,11,9623,2,15,2472,1,28,2767,1,39,3087,1,19,4912,0,26,6950,2,35,5760,2,34,4640,1,22,2647,2,27,3632,1,38,6184,1,30,4536,1,5,7911,1,37,3894,2,8,2583,1,41,9320,1,4,4272,3,31,4073,US,2,4,235,221,2,5,1,6,4,6,6,5,4,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,40,2,1,1,2,1,60,1,3,2,Business,0.5882694541231125,26,9,18,3,1,1,1,0,0
2,28,13759,0,39,3648,0,25,4992,0,21,5039,1,36,4169,1,10,4092,0,14,10781,1,30,2326,1,40,6462,0,41,2514,1,11,3173,2,5,4799,0,8,3857,1,38,5674,1,27,5397,0,33,2951,0,35,2762,2,34,5819,0,3,5880,1,42,2633,0,24,2214,2,26,3338,0,18,2355,1,15,4482,2,2,14723,0,31,2528,2,1,10271,1,6,3467,1,7,4293,1,20,6848,2,13,4814,1,22,10093,2,17,3245,0,12,2632,2,16,16941,0,9,1563,0,23,3823,0,32,1371,2,29,10275,1,37,3469,0,4,3929,1,19,7161,DE,2,17,228,150,5,6,4,5,7,6,5,1,4,2,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,2,27,2,1,1,3,2,60,2,1,2,psychology,0.6300813008130081,5,8,22,0,1,2,0,0,0
0,3,2921,1,25,5994,2,12,132096,0,36,20825,1,42,3040,0,38,2205,0,18,2769,2,22,3224,2,16,8744,3,24,1946828,0,13,2856,0,29,2855,2,27,2375,1,17,8591,1,37,2339,2,11,3703,3,21,2903,0,6,3497,1,23,1505,0,31,2335,3,39,3504,1,32,730,0,20,1832,1,34,54767,0,10,971565,2,30,3704,0,8,2113,0,40,2911,0,1,2861,0,5,68864,1,41,3431,0,4,3647,1,28,3057,3,15,1585,0,33,5414,0,14,1567,3,7,5327,3,9,1611,1,19,54454,2,2,13112,0,35,2479,2,26,4741,US,0,100,3386,584,1,1,4,1,4,6,2,6,4,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,28,2,1,1,2,1,30,2,1,3,Biology,1.2171893147502901,31,7,6,4,0,0,1,0,0
0,16,2703,0,10,2960,0,39,4258,0,11,3304,0,20,2347,1,32,4128,0,5,4141,0,17,2866,0,2,12357,0,41,2844,0,31,4379,0,23,3468,0,30,3106,0,35,6460,1,3,7121,0,37,2814,0,27,2772,0,38,3599,0,29,284,0,33,6242,0,1,11663,0,6,3173,0,19,2334,0,12,10095,0,15,4732,0,9,2056,0,13,3125,0,21,2120,0,22,4022,0,26,4833,0,40,2696,1,34,7537,0,14,3008,0,28,2243,0,18,5405,0,25,3115,0,4,5873,0,24,2734,0,8,2286,0,36,4549,0,42,1873,0,7,4494,US,2,3,176,218,6,4,7,1,6,4,1,1,6,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,18,2,2,1,7,1,70,2,1,2,,0.06794425087108016,0,1,2,0,0,0,0,0,0
1,16,7973,0,3,5002,1,38,4631,0,8,3536,1,30,2284,0,25,5918,0,27,2633,1,20,4201,0,32,9307,1,17,2579,1,10,3047,0,41,2697,1,12,1967,0,21,5384,0,26,2285,1,36,5035,1,1,3758,1,14,4151,0,19,2866,0,22,4219,0,23,2466,0,18,3085,0,31,1951,1,35,3528,0,24,2768,1,11,2833,1,4,4451,0,37,1955,0,39,2549,0,7,3217,2,6,3550,0,13,2735,0,33,2347,1,2,2802,0,5,5002,0,42,1588,1,29,4401,1,28,7869,1,40,2672,0,34,2871,0,15,2301,2,9,3887,US,2,6,172,124,5,2,7,5,5,3,7,2,5,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,2,1,60,2,1,1,4,1,60,1,1,2,Medical Technology,0.35365853658536583,15,0,6,2,0,0,0,0,0
1,23,30029,2,18,7503,1,6,5544,1,39,1129,2,5,4375,3,10,4284,2,12,4889,2,3,3868,2,2,5341,2,32,3019,2,13,3089,3,36,3151,2,42,2261,0,28,4717,2,11,4160,1,4,3465,1,9,2028,0,21,5818,3,20,5626,2,22,4392,1,15,3393,2,16,4171,0,40,2807,1,27,3463,2,26,5515,1,24,4001,0,37,4747,3,35,2017,1,29,3483,2,31,4847,1,19,4545,1,30,5038,2,1,1475,1,8,3039,0,33,7403,2,34,2798,0,17,6221,1,7,3877,2,38,3989,2,41,3717,2,14,1878,2,25,3807,GB,2,60,216,158,2,5,4,7,4,6,4,4,3,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,20,2,1,1,1,1,60,2,1,3,nutrition,0.7439024390243902,17,27,19,2,4,2,0,1,0
0,41,2417,0,31,1955,0,15,1752,0,24,2749,0,1,16752,0,3,2490,0,25,2586,0,18,1436,0,11,5089,1,8,2444,0,21,3317,0,42,2857,0,38,2792,1,39,6501,0,29,1628,0,22,3234,0,33,1815,0,17,4197,0,16,4490,0,32,1505,0,37,2469,0,34,2379,0,40,1629,1,7,4599,0,35,10064,1,13,2071,1,5,5718,0,10,1732,0,14,2427,0,36,8108,0,12,2434,1,6,3448,0,28,1840,0,2,5933,2,4,9328,0,9,2500,0,27,2523,0,20,1854,0,26,1112,0,30,2710,0,19,2177,0,23,2398,US,2,2,155,118,6,4,6,0,5,4,5,5,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,18,1,1,1,1,1,30,2,1,2,,0.20673635307781657,3,0,5,0,0,0,0,0,0
1,33,2575,1,13,2659,1,10,5460,2,6,3231,1,20,2186,1,2,6175,1,42,1795,2,7,1827,2,35,2617,1,8,3292,2,27,2037,1,16,3508,2,30,1774,2,31,3865,2,38,1581,1,34,39031,1,29,2371,2,37,2034,2,28,3100,2,4,2386,1,17,1542,1,3,2109,1,5,2297,1,24,2082,2,1,18286,1,19,1828,1,32,2867,2,21,2232,2,40,2219,2,39,11480,1,23,2614,1,18,3383,2,14,2981,1,25,2061,1,22,5929,1,41,1854,2,26,3998,1,11,1991,1,15,2135,3,12,3124,1,9,2549,3,36,2460,US,2,2,176,107,1,5,2,7,3,7,3,5,1,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,2,1,20,2,1,2,7,1,60,2,1,2,English,0.35307781649245057,18,24,20,2,4,2,0,1,0
2,32,2670,3,2,11506,3,39,2751,3,37,2195,3,41,2150,2,1,28221,3,40,1491,3,5,2602,3,3,6039,3,36,1887,3,9,2171,3,21,2434,3,28,1831,3,33,3825,3,42,1678,3,14,4901,2,31,2356,1,38,4612,2,13,4252,3,35,2141,2,34,3500,3,4,7720,3,10,2492,3,18,3256,3,22,4530,3,17,2380,3,12,2567,3,20,1899,3,24,2919,3,19,2911,3,6,3220,2,26,4103,3,15,2015,2,23,2578,2,7,6939,3,8,1763,3,29,2836,3,11,3894,2,16,2417,3,25,2415,3,27,1879,3,30,2386,IN,2,7,163,162,1,1,4,7,4,7,7,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,37,2,1,1,8,1,10,2,3,2,,0.2468060394889665,39,41,35,4,4,4,1,1,1
2,23,8293,3,25,6216,1,11,4400,1,38,10138,2,41,3252,1,39,5820,2,17,6257,3,12,6033,2,33,8100,2,19,4729,2,34,4003,1,36,4191,3,31,2888,3,20,4088,2,27,3413,1,1,5439,3,21,2550,3,7,3929,1,26,9044,0,24,3299,2,37,4018,3,4,3263,1,10,5761,2,8,5256,2,5,16488,2,30,4685,1,6,6170,1,3,11428,2,22,5087,3,28,6803,1,40,5667,2,2,17809,1,15,2166,2,13,2288,2,16,9102,0,35,2715,1,18,8960,2,42,3982,1,14,4592,0,9,6518,1,29,4654,3,32,2653,US,0,13,246,179,4,1,7,3,6,5,4,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,2,1,1,18,1,1,1,2,1,70,2,1,2,,0.7833914053426247,27,19,27,3,3,3,1,1,1
1,30,4177,0,11,1981,2,25,5029,0,41,2664,2,39,2443,1,37,15724,0,7,2601,2,19,3677,2,13,7659,0,14,6215,1,9,3236,0,40,5600,3,16,3306,0,32,5535,0,10,2730,2,38,4672,2,27,3769,1,21,3300,0,23,3035,0,42,4687,2,5,4291,0,2,5317,0,1,3534,2,26,3074,0,31,7339,3,35,3147,1,6,2770,0,28,3961,3,22,5829,0,3,5430,2,36,2938,1,24,3931,2,20,2660,3,12,4225,0,8,4239,1,15,3822,2,29,104034,2,4,4010,1,18,3908,0,17,455544,0,34,2279,3,33,6311,US,2,42,1164,191,1,1,1,6,6,7,5,4,1,4,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,1,1,46,1,1,1,6,1,60,1,3,3,English,1.1806039488966316,30,3,14,4,0,0,1,0,0
0,32,3561,0,19,3342,1,41,7025,0,15,4048,3,16,5152,1,6,4786,0,31,2607,0,39,2848,1,8,7424,3,25,3609,0,37,7808,0,30,3785,2,21,3872,0,26,5832,0,28,3504,1,27,7808,3,9,5279,2,13,7923,0,11,7161,1,33,4807,2,5,5591,0,35,2776,0,12,2559,1,14,6253,0,20,4760,3,40,3264,1,7,5336,0,23,3400,0,38,3960,0,3,11503,1,18,4874,0,24,3999,1,10,5865,2,2,9558,0,36,5255,1,17,5575,2,22,3888,2,1,16417,0,34,5321,0,42,4136,0,29,2024,3,4,6336,US,2,6,225,160,6,6,3,5,7,3,6,3,3,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,57,2,1,1,4,1,60,1,2,12,Accounting,1.131823461091754,29,3,5,4,0,0,1,0,0
0,19,3343,0,38,6384,0,8,4262,0,2,8357,0,31,1655,0,3,4629,0,33,3308,0,11,1954,0,35,4513,0,36,2273,0,7,2507,0,14,3527,0,32,1238,0,13,5315,0,34,1420,0,41,3124,0,16,3561,0,25,2190,0,10,7405,0,30,2925,0,9,2724,3,42,7957,0,17,1404,0,40,2256,0,6,11281,0,20,2139,0,37,2941,0,39,1889,0,29,3025,0,27,3476,0,22,3008,0,15,7921,0,24,2290,0,12,2106,0,4,6751,0,28,1254,0,5,7204,0,23,1370,0,18,1705,0,1,12029,0,21,1872,0,26,4429,US,2,3874,165,606,1,1,7,5,4,7,7,1,7,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,1,1,26,2,1,2,2,1,60,2,1,1,Accounting,0.21428571428571466,0,0,3,0,0,0,0,0,0
0,24,3500,0,22,2700,0,2,8385,0,9,2783,0,32,7601,1,38,3918,0,36,1733,0,7,2752,0,37,10166,0,39,3449,0,11,4251,0,13,3001,0,41,1332,1,1,14709,0,28,3531,0,5,3435,0,26,7665,1,10,8232,1,15,6068,0,23,2084,0,31,1884,0,25,2516,0,6,1880,0,33,2499,0,40,9567,0,30,2267,1,3,4767,0,14,2247,0,29,2034,1,27,7852,0,8,3434,0,42,3001,0,18,1518,0,19,1317,0,17,8732,0,4,4016,0,34,2485,0,35,1782,1,12,3882,0,21,4250,0,16,2400,1,20,4583,US,2,13,180,126,3,4,7,2,6,7,7,1,6,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,41,2,1,1,7,1,30,1,2,7,Psychology,0.1579558652729384,1,2,5,0,0,0,0,0,0
0,12,3335,0,14,3252,1,36,4669,1,32,3991,0,35,1983,0,42,2384,1,33,3389,0,15,2099,0,17,5437,0,10,5623,0,25,3733,1,18,8619,1,4,8753,0,9,5783,0,41,3751,2,16,6336,1,31,3551,0,19,5169,1,24,15189,0,39,2234,0,11,1782,0,13,3067,0,38,2051,1,1,7943,0,37,7136,1,23,4853,2,40,4002,0,21,2217,0,5,5169,0,3,16740,2,22,5451,0,29,3331,0,8,4436,0,6,2796,0,27,5168,0,20,1585,0,7,7141,1,30,3505,0,26,2987,0,28,2818,0,2,10371,0,34,3518,GB,2,22,246,257,2,4,7,3,2,7,5,5,5,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,17,2,1,1,7,1,60,2,1,2,,0.3879210220673637,10,3,3,1,0,0,0,0,0
0,17,5187,1,34,4375,0,27,2046,0,23,3765,0,28,2454,0,29,1733,1,5,3891,0,35,2202,0,9,6546,0,10,2687,0,19,2500,0,3,2515,0,14,2468,0,8,4671,0,4,3109,0,7,3564,1,25,3297,0,42,4499,0,32,9345,0,41,2189,0,40,1843,0,30,2204,0,15,2078,0,12,2797,0,38,6968,0,33,2999,0,16,4047,0,21,2015,0,13,4343,0,24,3422,0,37,3125,1,18,4078,0,2,8387,0,31,2234,0,26,6063,0,22,1453,0,39,9109,0,20,2875,0,1,7873,0,11,4344,1,36,3876,1,6,5467,BR,2,61,168,142,2,1,3,2,7,6,7,5,7,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,22,2,1,1,4,1,60,2,1,2,Literature,0.12543554006968632,2,3,1,0,0,0,0,0,0
2,2,9127,0,3,3941,2,13,2519,0,38,2609,3,25,4359,1,1,5874,0,7,2577,2,30,2313,0,24,6079,2,29,3109,1,37,3392,0,33,2625,1,17,4256,2,31,3469,0,40,2688,3,39,3453,0,28,4297,2,11,2431,0,36,2390,0,35,3375,2,18,2937,2,12,1872,0,16,1440,3,4,4656,0,32,6625,2,14,1696,2,41,2297,0,26,2265,1,21,3963,0,15,3504,2,9,2615,3,6,2942,0,8,2560,0,42,4063,2,10,6857,1,19,1842,1,22,4000,1,23,5235,2,34,3531,0,5,4545,0,20,3432,3,27,3578,US,2,6,162,125,1,6,7,5,2,6,2,1,3,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,1,55,2,1,1,7,1,60,1,2,1,Microbiology,1.1986062717770043,25,1,22,3,0,2,1,0,0
1,13,2827,0,30,2102,1,11,3649,0,28,3100,3,10,3636,0,32,1913,0,42,4296,2,18,2016,1,38,833,0,37,3724,0,23,1274,2,35,4213,1,1,8620,0,7,5655,0,4,3172,0,41,2733,0,19,3363,1,20,3274,2,2,11300,0,27,2122,1,9,1047,1,5,3167,3,17,1917,0,33,2686,1,14,8427,1,39,3035,0,15,3441,1,24,3035,0,36,2762,0,34,4296,0,6,2536,0,31,2052,1,29,2132,0,26,4652,0,3,12755,1,8,2824,1,22,3908,0,12,2790,0,25,2384,0,16,4521,1,40,4134,3,21,2190,US,0,31,176,181,3,5,6,6,7,2,6,6,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,19,2,1,1,2,1,10,1,1,3,Computer Science,0.8042973286875729,11,10,8,1,2,0,0,0,0
0,28,4514,0,38,4707,1,39,5914,0,32,5998,2,31,20306,1,22,3868,0,41,2226,1,15,4765,1,18,6521,0,35,3789,0,30,4796,1,27,6531,1,14,14054,0,12,6237,2,2,75013,3,26,10261,2,8,6922,0,5,78447,1,13,6985,0,33,4962,0,29,3100,0,7,29782,0,1,27940,1,20,13120,1,34,9546,2,21,30044,1,17,5324,2,24,9501,1,11,6830,0,3,52022,2,19,4480,3,36,3567,1,9,7565,1,23,4959,3,16,27389,2,40,2689,1,4,88712,0,6,30679,0,37,3902,1,25,5156,0,10,3565,3,42,4102,AR,2,42,652,290,1,3,4,5,6,7,5,5,3,5,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,3,1,2,19,1,1,1,0,2,70,1,1,2,,0.950638792102207,19,10,12,2,2,0,0,0,0
0,39,11761,1,13,8183,1,17,79523,0,41,5345,2,7,5396,3,24,3184,0,33,5880,2,20,2754,1,42,7832,1,12,10338,3,35,4162,1,11,20098,3,30,3365,1,40,7566,0,26,29246,1,38,5120,2,15,4730,3,21,6975,0,36,7869,1,27,5338,2,34,8246,1,9,5556,0,19,4961,1,22,4901,1,28,10462,3,4,26881,3,8,4883,2,29,4149,3,25,118585,2,5,8257,1,10,9070,3,18,5505,3,1,9264,1,31,22426,0,14,6593,1,2,7911,1,6,190,2,23,3076,3,16,19025,0,37,12469,1,3,9678,2,32,106769,US,2,3,644,243,4,5,7,7,4,7,7,1,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,28,2,1,1,7,1,70,2,1,6,,1.1335656213704997,23,10,29,3,2,3,1,0,1
1,8,3440,0,15,2202,2,29,2890,0,42,2446,2,6,1649,1,13,2722,0,2,6070,1,40,1983,1,32,4136,3,26,3089,1,12,4067,2,39,2723,3,11,2835,0,21,3409,0,22,1370,1,3,7806,3,41,2701,0,34,2510,0,10,9275,0,14,3509,2,31,2023,2,24,2354,0,36,1362,3,7,3084,0,17,2082,2,23,1526,0,37,1337,2,5,2893,0,16,1938,0,25,3690,2,19,2139,0,35,4243,3,27,1746,3,9,2271,2,4,4065,3,1,6179,2,28,4249,1,33,2271,0,38,1983,0,30,4095,0,20,2225,2,18,2335,CA,2,6,134,131,6,3,6,2,7,2,7,3,7,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,23,2,1,1,4,1,10,1,1,1,Sociology,1.3286875725900116,31,6,13,4,0,0,1,0,0
1,20,10102,1,32,4338,2,26,6204,0,29,5220,3,14,3454,1,30,4317,0,34,5824,1,18,7732,1,2,17266,3,21,3198,1,36,6827,0,37,5763,3,8,3564,2,25,12551,0,23,4217,3,27,2933,3,42,2128,1,13,6949,0,7,6577,1,35,8232,3,19,2823,0,11,8253,0,33,3897,2,17,6346,0,31,8413,2,15,4238,2,6,4941,3,4,16913,0,41,4797,0,39,10525,3,12,7189,1,3,19103,0,16,13177,3,22,1346,2,28,8795,0,1,19592,3,38,2651,3,10,2931,1,24,2632,0,9,17331,1,40,3798,3,5,5142,US,2,22,303,102,2,6,2,5,2,5,2,7,2,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,1,1,18,1,1,1,5,1,60,1,1,4,,1.4663182346109171,39,7,13,4,0,0,1,0,0
2,17,5450,0,26,5232,1,18,8467,0,12,5948,1,10,9166,1,13,6701,0,30,5583,1,36,5399,0,22,11332,2,27,7917,2,21,5648,1,23,5668,3,8,7367,0,33,15119,2,24,-8195,1,6,6148,1,29,2600,3,28,3351,1,14,46457,0,3,3916,1,41,7415,0,7,51283,1,40,3468,3,32,5916,1,4,16033,2,15,7300,1,16,6700,1,25,3816,2,38,12332,2,35,-4328,2,37,4834,0,11,7050,1,31,2567,1,20,33283,1,9,23298,1,2,12516,1,5,13285,1,1,14260,1,42,3182,0,39,5500,0,34,3614,2,19,35524,IT,2,15,487,374,5,6,2,5,7,4,7,6,1,2,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,2,3,2,2,22,2,1,2,4,1,60,1,1,2,,0.7415795586527296,22,9,16,3,1,1,1,0,0
2,9,5438,0,10,6756,1,35,9756,2,24,6936,1,30,5666,1,7,5026,0,11,17826,2,41,4554,3,33,6592,1,25,6257,2,26,8799,2,4,10965,1,5,11882,1,39,19135,1,40,6700,1,36,4839,0,17,6824,2,27,5293,1,29,8455,1,32,4905,0,28,6707,0,20,6747,0,12,3456,1,3,13876,1,38,10990,0,18,6533,2,1,26795,0,14,4215,2,16,7269,2,22,16521,1,2,20112,1,31,13055,2,19,4649,0,13,6846,1,34,9875,0,42,7179,1,15,8515,1,21,5752,0,37,5817,2,23,7239,1,6,14625,1,8,11355,MK,2,12,381,268,2,6,3,7,2,6,6,6,3,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,36,2,1,1,7,1,60,1,2,2,,0.6318234610917534,10,14,20,1,2,2,0,0,0
2,2,9998,0,7,2525,0,20,4905,3,22,6765,0,33,2445,2,42,2769,0,30,3509,0,36,2618,0,10,4664,1,8,3589,1,19,3507,2,28,3813,1,5,4038,0,15,6946,0,1,6794,1,21,4018,0,34,1978,0,9,5153,0,35,2802,1,6,6454,1,37,3689,1,25,3024,0,38,2294,0,13,4914,2,18,6234,1,3,7411,2,23,4488,1,31,4810,1,41,3080,0,11,6346,0,4,10523,1,29,4855,1,40,2144,0,14,2278,0,27,4928,0,17,2055,0,26,4719,1,39,2831,1,32,4632,0,16,5115,0,24,3204,1,12,4793,PT,2,1,189,85,6,5,3,7,7,2,6,5,2,4,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,2,25,1,2,1,1,1,60,2,1,1,Psychology,0.6178861788617881,7,7,14,0,0,0,0,0,0
2,9,7799,2,32,3783,2,28,6792,0,26,3711,2,38,2720,2,7,2984,0,27,3096,2,21,2951,0,19,7448,3,10,4216,2,11,6518,1,16,8025,3,40,615,1,35,6369,0,25,5103,3,31,4288,2,37,3392,2,6,3656,0,14,7223,1,8,9230,1,1,17572,1,33,4224,2,22,2599,3,23,1030,0,18,7295,3,15,3854,2,39,2384,0,20,2808,1,34,5143,2,17,5720,3,13,2943,2,29,8799,2,12,4447,1,5,4680,0,30,7648,1,36,3991,3,24,4169,2,3,19231,2,42,3464,2,2,11031,0,4,6343,3,41,5143,US,2,2,244,163,2,4,6,6,6,4,7,2,5,2,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,3,3,2,2,34,2,1,1,7,1,60,2,1,0,Dentistry,1.0801393728222997,34,10,22,4,2,2,1,0,0
